views	n_tweets	n_tweeted	n_viewers
621	248.0	1086093.0	4382.0
622	255.0	1086348.0	4389.0
623	272.0	1086620.0	4355.0
624	254.0	1086874.0	4481.0
625	236.0	1087110.0	4421.0
626	234.0	1087344.0	4388.0
627	261.0	1087605.0	4286.0
628	263.0	1087868.0	4295.0
629	209.0	1088077.0	4284.0
630	230.0	1088307.0	4218.0
631	225.0	1088532.0	4270.0
632	241.0	1088773.0	4171.0
633	205.0	1088978.0	4353.0
634	218.0	1089196.0	4317.0
635	261.0	1089457.0	4303.0
636	257.0	1089714.0	4236.0
637	230.0	1089944.0	4183.0
638	228.0	1090172.0	4159.0
639	237.0	1090409.0	4244.0
640	252.0	1090661.0	4301.0
641	236.0	1090897.0	4262.0
642	242.0	1091139.0	4250.0
643	245.0	1091384.0	4047.0
644	232.0	1091616.0	4156.0
645	242.0	1091858.0	4050.0
646	214.0	1092072.0	4105.0
647	219.0	1092291.0	4116.0
648	221.0	1092512.0	3892.0
649	226.0	1092738.0	4031.0
650	227.0	1092965.0	3999.0
651	235.0	1093200.0	3969.0
652	239.0	1093439.0	4035.0
653	260.0	1093699.0	3904.0
654	222.0	1093921.0	4046.0
655	252.0	1094173.0	3821.0
656	211.0	1094384.0	4000.0
657	235.0	1094619.0	3999.0
658	243.0	1094862.0	3961.0
659	240.0	1095102.0	3903.0
660	205.0	1095307.0	3918.0
661	251.0	1095558.0	3861.0
662	229.0	1095787.0	3901.0
663	253.0	1096040.0	3806.0
664	217.0	1096257.0	3820.0
665	248.0	1096505.0	3742.0
666	235.0	1096740.0	3847.0
667	198.0	1096938.0	3855.0
668	215.0	1097153.0	3764.0
669	225.0	1097378.0	3749.0
670	239.0	1097617.0	3710.0
671	223.0	1097840.0	3768.0
672	239.0	1098079.0	3720.0
673	211.0	1098290.0	3671.0
674	221.0	1098511.0	3751.0
675	224.0	1098735.0	3754.0
676	199.0	1098934.0	3751.0
677	229.0	1099163.0	3597.0
678	233.0	1099396.0	5598.0
679	203.0	1099599.0	4214.0
680	199.0	1099798.0	4228.0
681	188.0	1099986.0	4128.0
682	222.0	1100208.0	4088.0
683	212.0	1100420.0	4092.0
684	187.0	1100607.0	3888.0
685	237.0	1100844.0	3937.0
686	230.0	1101074.0	3961.0
687	224.0	1101298.0	4006.0
688	224.0	1101522.0	3949.0
689	238.0	1101760.0	3808.0
690	212.0	1101972.0	3884.0
691	230.0	1102202.0	3878.0
692	210.0	1102412.0	3872.0
693	190.0	1102602.0	3809.0
694	220.0	1102822.0	3760.0
695	206.0	1103028.0	3600.0
696	200.0	1103228.0	3663.0
697	217.0	1103445.0	3652.0
698	186.0	1103631.0	3639.0
699	212.0	1103843.0	3696.0
700	217.0	1104060.0	3667.0
701	210.0	1104270.0	3667.0
702	218.0	1104488.0	3592.0
703	202.0	1104690.0	3682.0
704	203.0	1104893.0	3589.0
705	209.0	1105102.0	3736.0
706	227.0	1105329.0	3518.0
707	184.0	1105513.0	3495.0
708	217.0	1105730.0	3617.0
709	216.0	1105946.0	3454.0
710	182.0	1106128.0	3566.0
711	195.0	1106323.0	3481.0
712	222.0	1106545.0	3477.0
713	205.0	1106750.0	3565.0
714	223.0	1106973.0	3523.0
715	204.0	1107177.0	3528.0
716	182.0	1107359.0	3467.0
717	183.0	1107542.0	3319.0
718	188.0	1107730.0	3411.0
719	205.0	1107935.0	3387.0
720	188.0	1108123.0	3391.0
721	182.0	1108305.0	3426.0
722	180.0	1108485.0	3428.0
723	205.0	1108690.0	3382.0
724	188.0	1108878.0	3365.0
725	198.0	1109076.0	3402.0
726	196.0	1109272.0	3311.0
727	205.0	1109477.0	3322.0
728	216.0	1109693.0	3376.0
729	207.0	1109900.0	3220.0
730	201.0	1110101.0	3282.0
731	182.0	1110283.0	3326.0
732	203.0	1110486.0	3217.0
733	198.0	1110684.0	3315.0
734	202.0	1110886.0	3341.0
735	178.0	1111064.0	3337.0
736	184.0	1111248.0	3269.0
737	184.0	1111432.0	3311.0
738	202.0	1111634.0	3228.0
739	216.0	1111850.0	3165.0
740	191.0	1112041.0	3157.0
741	196.0	1112237.0	3266.0
742	188.0	1112425.0	3225.0
743	179.0	1112604.0	3207.0
744	183.0	1112787.0	3086.0
745	193.0	1112980.0	3198.0
746	171.0	1113151.0	3116.0
747	199.0	1113350.0	3733.0
748	187.0	1113537.0	3220.0
749	182.0	1113719.0	3255.0
750	189.0	1113908.0	3131.0
751	189.0	1114097.0	3181.0
752	212.0	1114309.0	3205.0
753	191.0	1114500.0	3207.0
754	172.0	1114672.0	3092.0
755	177.0	1114849.0	3103.0
756	185.0	1115034.0	3115.0
757	175.0	1115209.0	3050.0
758	191.0	1115400.0	3101.0
759	190.0	1115590.0	3094.0
760	179.0	1115769.0	3026.0
761	161.0	1115930.0	3018.0
762	188.0	1116118.0	3011.0
