views	n_tweets	n_tweeted	n_viewers
672	63.0	290733.0	3720.0
673	59.0	290792.0	3671.0
674	49.0	290841.0	3751.0
675	62.0	290903.0	3754.0
676	59.0	290962.0	3751.0
677	66.0	291028.0	3597.0
678	59.0	291087.0	5598.0
679	61.0	291148.0	4214.0
680	51.0	291199.0	4228.0
681	55.0	291254.0	4128.0
682	63.0	291317.0	4088.0
683	61.0	291378.0	4092.0
684	53.0	291431.0	3888.0
685	58.0	291489.0	3937.0
686	56.0	291545.0	3961.0
687	47.0	291592.0	4006.0
688	66.0	291658.0	3949.0
689	56.0	291714.0	3808.0
690	62.0	291776.0	3884.0
691	53.0	291829.0	3878.0
692	72.0	291901.0	3872.0
693	68.0	291969.0	3809.0
694	59.0	292028.0	3760.0
695	53.0	292081.0	3600.0
696	72.0	292153.0	3663.0
697	65.0	292218.0	3652.0
698	56.0	292274.0	3639.0
699	67.0	292341.0	3696.0
700	56.0	292397.0	3667.0
701	54.0	292451.0	3667.0
702	66.0	292517.0	3592.0
703	75.0	292592.0	3682.0
704	45.0	292637.0	3589.0
705	46.0	292683.0	3736.0
706	67.0	292750.0	3518.0
707	49.0	292799.0	3495.0
708	51.0	292850.0	3617.0
709	52.0	292902.0	3454.0
710	60.0	292962.0	3566.0
711	55.0	293017.0	3481.0
712	54.0	293071.0	3477.0
713	68.0	293139.0	3565.0
714	56.0	293195.0	3523.0
715	48.0	293243.0	3528.0
716	53.0	293296.0	3467.0
717	61.0	293357.0	3319.0
718	57.0	293414.0	3411.0
719	53.0	293467.0	3387.0
720	62.0	293529.0	3391.0
721	39.0	293568.0	3426.0
722	48.0	293616.0	3428.0
723	53.0	293669.0	3382.0
724	43.0	293712.0	3365.0
725	59.0	293771.0	3402.0
726	53.0	293824.0	3311.0
727	54.0	293878.0	3322.0
728	59.0	293937.0	3376.0
729	63.0	294000.0	3220.0
730	54.0	294054.0	3282.0
731	40.0	294094.0	3326.0
732	51.0	294145.0	3217.0
733	63.0	294208.0	3315.0
734	55.0	294263.0	3341.0
735	35.0	294298.0	3337.0
736	38.0	294336.0	3269.0
737	44.0	294380.0	3311.0
738	61.0	294441.0	3228.0
739	61.0	294502.0	3165.0
740	50.0	294552.0	3157.0
741	62.0	294614.0	3266.0
742	46.0	294660.0	3225.0
743	57.0	294717.0	3207.0
744	52.0	294769.0	3086.0
745	64.0	294833.0	3198.0
746	51.0	294884.0	3116.0
747	61.0	294945.0	3733.0
748	54.0	294999.0	3220.0
749	59.0	295058.0	3255.0
750	61.0	295119.0	3131.0
751	45.0	295164.0	3181.0
752	58.0	295222.0	3205.0
753	51.0	295273.0	3207.0
754	43.0	295316.0	3092.0
755	52.0	295368.0	3103.0
756	50.0	295418.0	3115.0
757	47.0	295465.0	3050.0
758	58.0	295523.0	3101.0
759	64.0	295587.0	3094.0
760	45.0	295632.0	3026.0
761	49.0	295681.0	3018.0
762	40.0	295721.0	3011.0
763	48.0	295769.0	2923.0
764	40.0	295809.0	3036.0
765	47.0	295856.0	2928.0
766	52.0	295908.0	3016.0
767	48.0	295956.0	2886.0
768	44.0	296000.0	2949.0
769	44.0	296044.0	2853.0
770	35.0	296079.0	2963.0
771	57.0	296136.0	2979.0
772	54.0	296190.0	2945.0
773	54.0	296244.0	2951.0
774	47.0	296291.0	2853.0
775	42.0	296333.0	2807.0
776	36.0	296369.0	2841.0
777	49.0	296418.0	2872.0
778	55.0	296473.0	2820.0
779	45.0	296518.0	2879.0
780	49.0	296567.0	2748.0
781	44.0	296611.0	2794.0
782	41.0	296652.0	2815.0
783	46.0	296698.0	2671.0
784	49.0	296747.0	2872.0
785	42.0	296789.0	2768.0
786	55.0	296844.0	2816.0
787	52.0	296896.0	2702.0
788	55.0	296951.0	2730.0
789	50.0	297001.0	2753.0
790	58.0	297059.0	2793.0
791	35.0	297094.0	2751.0
792	49.0	297143.0	2727.0
793	52.0	297195.0	2651.0
794	53.0	297248.0	2675.0
795	49.0	297297.0	2669.0
796	46.0	297343.0	2583.0
797	54.0	297397.0	2612.0
798	41.0	297438.0	2705.0
799	54.0	297492.0	2625.0
800	48.0	297540.0	2666.0
801	49.0	297589.0	2673.0
802	40.0	297629.0	2605.0
803	40.0	297669.0	2576.0
804	44.0	297713.0	2554.0
805	51.0	297764.0	2620.0
806	40.0	297804.0	2589.0
807	51.0	297855.0	2586.0
808	53.0	297908.0	2543.0
809	51.0	297959.0	2601.0
810	51.0	298010.0	2552.0
811	48.0	298058.0	2546.0
812	37.0	298095.0	2656.0
813	41.0	298136.0	2560.0
814	42.0	298178.0	2495.0
815	58.0	298236.0	2561.0
816	45.0	298281.0	2536.0
817	61.0	298342.0	2494.0
818	54.0	298396.0	2530.0
819	39.0	298435.0	2526.0
820	52.0	298487.0	2536.0
821	53.0	298540.0	2561.0
822	48.0	298588.0	2469.0
823	41.0	298629.0	2461.0
824	36.0	298665.0	2450.0
825	47.0	298712.0	2400.0
826	45.0	298757.0	2371.0
827	43.0	298800.0	2425.0
